report_date	country	latitude	longitude	cases	deaths	uri
2009-01-29	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000007732_20090129_152304.pdf	
2009-01-29	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000007732_20090129_152304.pdf	
2009-02-02	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-02	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-02	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-02	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-02	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-02	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000007748_20090203_142914.pdf	
2009-02-03	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000007760_20090203_182135.pdf	
2009-02-03	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,16	90,48	400	400	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-03	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000007762_20090204_112408.pdf	
2009-02-06	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-06	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000007775_20090206_182219.pdf	
2009-02-10	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	23,16	90,48	400	400	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-10	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000007779_20090210_121643.pdf	
2009-02-16	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-16	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000007794_20090216_182312.pdf	
2009-02-19	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-19	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-19	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-19	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-19	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-19	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000007804_20090220_112803.pdf	
2009-02-20	Nepal	26,48	87,85	14	14	http://web.oie.int/wahis/reports/en_fup_0000007812_20090220_161639.pdf	
2009-02-20	Nepal	26,48	87,85	14	14	http://web.oie.int/wahis/reports/en_fup_0000007812_20090220_161639.pdf	
2009-02-20	Nepal	26,48	87,85	150	150	http://web.oie.int/wahis/reports/en_fup_0000007812_20090220_161639.pdf	
2009-02-22	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-22	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000007816_20090222_182401.pdf	
2009-02-27	Thailand	17,1915	99,3339	5	5	http://web.oie.int/wahis/reports/en_fup_0000007822_20090227_171633.pdf	
2009-02-27	Thailand	15,2329	99,5029	5	5	http://web.oie.int/wahis/reports/en_fup_0000007822_20090227_171633.pdf	
2009-02-26	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	23,16	90,48	400	400	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-02-26	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000007834_20090226_165428.pdf	
2009-03-03	Nigeria	12,97	7,62	31	31	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-03	Nigeria	12,97	7,62	31	31	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-03	Nigeria	12,97	7,62	31	31	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-03	Nigeria	12,08135	8,41873	1514	1514	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-03	Nigeria	12,08135	8,41873	1514	1514	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-03	Nigeria	12,08135	8,41873	1514	1514	http://web.oie.int/wahis/reports/en_fup_0000007851_20090303_173158.pdf	
2009-03-04	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000007860_20090305_164540.pdf	
2009-03-04	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000007860_20090305_164540.pdf	
2009-03-04	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000007860_20090305_164540.pdf	
2009-03-04	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000007860_20090305_164540.pdf	
2009-03-04	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000007860_20090305_164540.pdf	
2009-03-06	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-06	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000007870_20090306_182501.pdf	
2009-03-12	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	23,16	90,48	400	400	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-12	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000007882_20090312_180429.pdf	
2009-03-16	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000007889_20090317_141219.pdf	
2009-03-16	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000007889_20090317_141219.pdf	
2009-03-16	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000007889_20090317_141219.pdf	
2009-03-16	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000007889_20090317_141219.pdf	
2009-03-16	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000007889_20090317_141219.pdf	
2009-03-30	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-03-30	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-03-30	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-03-30	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-03-30	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-03-30	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000007937_20090331_154205.pdf	
2009-04-01	Japan	40,2528	140,5333	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000007951_20090401_173427.pdf	
2009-04-01	Japan	40,1939	140,4549	NaN	4	http://web.oie.int/wahis/reports/en_fup_0000007951_20090401_173427.pdf	
2009-04-01	Japan	43,3351	145,2115	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000007951_20090401_173427.pdf	
2009-04-01	Japan	44,0549	143,5437	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000007951_20090401_173427.pdf	
2009-04-01	Japan	40,283	140,5627	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000007951_20090401_173427.pdf	
2009-04-04	Laos	21,0493	102,3025	730	730	http://web.oie.int/wahis/reports/en_fup_0000007971_20090404_162709.pdf	
2009-04-10	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-10	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008003_20090410_182557.pdf	
2009-04-13	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-13	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000008008_20090413_133230.pdf	
2009-04-16	Hong Kong (P.R. China)	22,27	113,9	2	2	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,28	113,9	1	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,27	113,89	2	2	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,29	113,9	1	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,49	114,04	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	,	22,41	1	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,28	113,89	1	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-16	Hong Kong (P.R. China)	22,37	114,09	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000008025_20090416_200309.pdf	
2009-04-19	China (People's Rep. of)	37,11	79,36	1330	519	http://web.oie.int/wahis/reports/en_fup_0000008040_20090419_160215.pdf	
2009-04-19	China (People's Rep. of)	29,65	91,14	1500	1500	http://web.oie.int/wahis/reports/en_fup_0000008040_20090419_160215.pdf	
2009-05-21	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-21	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008117_20090521_182652.pdf	
2009-05-25	Afghanistan	34,75	70,83	70	70	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	34,95	71,13	3	3	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	34,69	70,92	3	3	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	34,43	70,45	8	8	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	34,64	70,9	4	4	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	,	34,3	4	4	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-25	Afghanistan	34,24	70,72	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000008130_20090525_111709.pdf	
2009-05-27	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-05-27	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-05-27	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-05-27	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-05-27	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-05-27	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000008139_20090528_110509.pdf	
2009-06-04	China (People's Rep. of)	36,6	99,16	0	0	http://web.oie.int/wahis/reports/en_fup_0000008155_20090604_162738.pdf	
2009-06-04	China (People's Rep. of)	36,6	99,1	0	0	http://web.oie.int/wahis/reports/en_fup_0000008155_20090604_162738.pdf	
2009-06-17	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
