report_date	country	latitude	longitude	cases	deaths	uri
2008-01-04	China (People's Rep. of)	39,1	121,7	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-01-04	China (People's Rep. of)	35,6065	95,8881	NaN	533	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-01-04	China (People's Rep. of)	31,9376	89,2637	NaN	2579	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-01-04	China (People's Rep. of)	35,3008	96,4995	NaN	451	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-01-04	China (People's Rep. of)	31,7338	87,2254	NaN	57	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-01-04	China (People's Rep. of)	31,6319	88,3465	NaN	28	http://web.oie.int/wahis/reports/en_fup_0000006670_20080104_130926.pdf	
2008-04-17	Canada	50,7339	104,9628	540	540	http://web.oie.int/wahis/reports/en_fup_0000006690_20080418_182722.pdf	
2008-01-18	United Kingdom	50,6532	2,6025	4	4	http://web.oie.int/wahis/reports/en_fup_0000006691_20080118_174802.pdf	
2008-01-20	Egypt	30,0122	31,6088	10	3	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	31,2246	30,4852	200	200	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	28,1019	30,0363	3	3	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	30,0373	31,1367	10	10	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	26,1087	32,3675	13	13	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	30,2304	30,9726	19	19	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	30,2159	31,214	1	1	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-20	Egypt	30,3269	31,325	1000	1000	http://web.oie.int/wahis/reports/en_fup_0000006694_20080120_121544.pdf	
2008-01-25	Thailand	16,50175	100,4737	30	30	http://web.oie.int/wahis/reports/en_fup_0000006718_20080125_142041.pdf	
2008-01-25	Thailand	15,9052	100,299	4085	4085	http://web.oie.int/wahis/reports/en_fup_0000006718_20080125_142041.pdf	
2008-02-17	Saudi Arabia	21,0951	45,8013	NaN	0	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	21,0951	45,8013	NaN	0	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	21,0951	45,8013	NaN	0	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	24,1483	47,305	1500	1500	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	24,27565	46,18193	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	24,47678	46,3834	NaN	0	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	24,1483	47,305	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-02-17	Saudi Arabia	24,28607	46,23004	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000006721_20080218_191838.pdf	
2008-01-27	Iran	36,65387	52,61894	14	14	http://web.oie.int/wahis/reports/en_fup_0000006722_20080127_153437.pdf	
2008-01-28	Turkey	41,7193	32,3923	13	13	http://web.oie.int/wahis/reports/en_fup_0000006723_20080128_150720.pdf	
2008-01-28	Benin	6,4612	2,6417	33	33	http://web.oie.int/wahis/reports/en_fup_0000006726_20080128_181426.pdf	
2008-01-28	Benin	6,5075	2,5923	55	55	http://web.oie.int/wahis/reports/en_fup_0000006726_20080128_181426.pdf	
2008-01-28	Benin	6,3648	2,4014	238	67	http://web.oie.int/wahis/reports/en_fup_0000006726_20080128_181426.pdf	
2008-01-28	Benin	6,4952	2,6182	16	16	http://web.oie.int/wahis/reports/en_fup_0000006726_20080128_181426.pdf	
2008-01-28	Benin	6,5415	2,5398	9	9	http://web.oie.int/wahis/reports/en_fup_0000006726_20080128_181426.pdf	
2008-01-29	Egypt	30,3269	31,325	1000	1000	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	30,2159	31,214	1	1	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	30,2304	30,9726	19	19	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	30,1879	31,1667	4	4	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	29,9311	31,185	9	9	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	28,1019	30,0363	3	3	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	31,2246	30,4852	200	200	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	Egypt	30,0122	31,6088	10	3	http://web.oie.int/wahis/reports/en_fup_0000006731_20080129_121544.pdf	
2008-01-29	China (People's Rep. of)	39,1	121,7	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	China (People's Rep. of)	35,6065	95,8881	NaN	533	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	China (People's Rep. of)	35,3008	96,4995	NaN	451	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	China (People's Rep. of)	31,9376	89,2637	NaN	2579	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	China (People's Rep. of)	31,6319	88,3465	NaN	28	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	China (People's Rep. of)	31,7338	87,2254	NaN	57	http://web.oie.int/wahis/reports/en_fup_0000006732_20080129_123544.pdf	
2008-01-29	United Kingdom	50,6532	2,6025	6	6	http://web.oie.int/wahis/reports/en_fup_0000006733_20080129_174947.pdf	
2008-01-30	Thailand	16,50175	100,4737	30	30	http://web.oie.int/wahis/reports/en_fup_0000006735_20080130_140716.pdf	
2008-01-30	Thailand	15,9052	100,299	4085	4085	http://web.oie.int/wahis/reports/en_fup_0000006735_20080130_140716.pdf	
2008-01-30	Ukraine	45,52	34,24	173	173	http://web.oie.int/wahis/reports/en_fup_0000006736_20080130_140937.pdf	
2008-01-31	Poland	52,6	19,46	3220	300	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	52,61	19,46	1025	60	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	52,61	19,43	13	2	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	52,974	19,901	NaN	610	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	52,9897	19,9325	NaN	209	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	54,133	20,083	18	NaN	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	54,102	19,996	NaN	30	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-01-31	Poland	54,102	19,996	NaN	7	http://web.oie.int/wahis/reports/en_fup_0000006742_20080131_151328.pdf	
2008-02-01	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-01	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000006744_20080201_174605.pdf	
2008-02-04	Turkey	41,7193	32,3923	13	13	http://web.oie.int/wahis/reports/en_fup_0000006753_20080204_180257.pdf	
2008-02-04	Turkey	41,524963	36,076722	25	20	http://web.oie.int/wahis/reports/en_fup_0000006753_20080204_180257.pdf	
2008-02-04	Egypt	30,1879	31,1667	4	4	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	29,9311	31,185	9	9	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	30,3269	31,325	1000	1000	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	30,2159	31,214	1	1	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	30,2304	30,9726	19	19	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	26,1087	32,3675	13	13	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	30,0373	31,1367	10	10	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-04	Egypt	31,2246	30,4852	200	200	http://web.oie.int/wahis/reports/en_fup_0000006754_20080207_121544.pdf	
2008-02-02	Pakistan	34,404	73,121	100	100	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	33,651	72,968	20	18	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	33,72	73,06	5	1	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	33,72	73,06	4	3	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	34,03	71,49	10	6	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	34,03	71,49	91	64	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	34,03	71,49	90	60	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-02	Pakistan	34,03	71,49	2	2	http://web.oie.int/wahis/reports/en_fup_0000006756_20080202_165827.pdf	
2008-02-06	Thailand	16,50175	100,4737	30	30	http://web.oie.int/wahis/reports/en_fup_0000006759_20080207_144559.pdf	
2008-02-06	Thailand	15,9052	100,299	4085	4085	http://web.oie.int/wahis/reports/en_fup_0000006759_20080207_144559.pdf	
2008-02-06	United Kingdom	50,6532	2,6025	9	9	http://web.oie.int/wahis/reports/en_fup_0000006760_20080206_160926.pdf	
2008-02-06	United Kingdom	50,6185	2,4582	1	1	http://web.oie.int/wahis/reports/en_fup_0000006760_20080206_160926.pdf	
2008-02-12	Turkey	41,7193	32,3923	13	13	http://web.oie.int/wahis/reports/en_fup_0000006781_20080212_125256.pdf	
2008-02-12	Turkey	41,524963	36,076722	25	20	http://web.oie.int/wahis/reports/en_fup_0000006781_20080212_125256.pdf	
2008-02-09	India	,	,	35525	35525	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	25,3606	88,7228	261	261	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	23,4504	88,3484	1057	1057	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	,	23,2393	9592	9592	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	,	,	12194	12194	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	,	,	3557	3557	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-09	India	,	,	613	613	http://web.oie.int/wahis/reports/en_fup_0000006783_20080209_163412.pdf	
2008-02-11	Benin	6,4612	2,6417	33	33	http://web.oie.int/wahis/reports/en_fup_0000006784_20080211_163522.pdf	
2008-02-11	Benin	6,5075	2,5923	55	55	http://web.oie.int/wahis/reports/en_fup_0000006784_20080211_163522.pdf	
2008-02-11	Benin	6,3648	2,4014	238	67	http://web.oie.int/wahis/reports/en_fup_0000006784_20080211_163522.pdf	
2008-02-11	Benin	6,4952	2,6182	16	16	http://web.oie.int/wahis/reports/en_fup_0000006784_20080211_163522.pdf	
2008-02-11	Benin	6,5415	2,5398	9	9	http://web.oie.int/wahis/reports/en_fup_0000006784_20080211_163522.pdf	
2008-02-11	Togo	6,25	1,616667	2505	2505	http://web.oie.int/wahis/reports/en_fup_0000006785_20080211_175039.pdf	
2008-02-11	Togo	6,11775	1,23528	1252	1252	http://web.oie.int/wahis/reports/en_fup_0000006785_20080211_175039.pdf	
2008-02-11	Togo	6,17235	1,14521	254	254	http://web.oie.int/wahis/reports/en_fup_0000006785_20080211_175039.pdf	
2008-02-13	Thailand	16,50175	100,4737	30	30	http://web.oie.int/wahis/reports/en_fup_0000006790_20080215_174933.pdf	
2008-02-13	Thailand	15,9052	100,299	4085	4085	http://web.oie.int/wahis/reports/en_fup_0000006790_20080215_174933.pdf	
2008-02-13	Turkey	41,7193	32,3923	13	13	http://web.oie.int/wahis/reports/en_fup_0000006796_20080215_151744.pdf	
2008-02-13	Turkey	41,524963	36,076722	25	20	http://web.oie.int/wahis/reports/en_fup_0000006796_20080215_151744.pdf	
2008-02-13	Turkey	41,058886	30,594703	20	19	http://web.oie.int/wahis/reports/en_fup_0000006796_20080215_151744.pdf	
2008-02-13	Turkey	41,299563	36,902944	4	4	http://web.oie.int/wahis/reports/en_fup_0000006796_20080215_151744.pdf	
2008-02-13	Ukraine	45,52	34,24	173	173	http://web.oie.int/wahis/reports/en_fup_0000006799_20080215_190228.pdf	
2008-02-13	Ukraine	45,5	33,07	3	3	http://web.oie.int/wahis/reports/en_fup_0000006799_20080215_190228.pdf	
2008-02-13	Ukraine	,	,	NaN	8	http://web.oie.int/wahis/reports/en_fup_0000006799_20080215_190228.pdf	
2008-02-15	Nigeria	10,7833	7,7666	42000	40000	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	6,8531	94000	94000	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	,	1600	1600	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	11,6431	300	300	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	,	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	,	1080	1080	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	9,8666	1875	1875	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Nigeria	,	9,8666	7201	4826	http://web.oie.int/wahis/reports/en_fup_0000006800_20080215_130346.pdf	
2008-02-15	Laos	18,21	102,56	8	8	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	18,21	102,56	148	148	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	17,91	102,66	100	100	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	17,91	102,66	12	12	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	15,15	105,85	1334	1334	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	18,3	102,75	200	200	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	18,45	102,5	62	62	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-15	Laos	,	,	3600	3600	http://web.oie.int/wahis/reports/en_fup_0000006803_20080215_183723.pdf	
2008-02-17	Iran	36,65387	52,61894	14	14	http://web.oie.int/wahis/reports/en_fup_0000006808_20080217_184934.pdf	
2008-02-18	China (People's Rep. of)	39,1	121,7	NaN	1	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-18	China (People's Rep. of)	35,6065	95,8881	NaN	533	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-18	China (People's Rep. of)	31,9376	89,2637	NaN	2579	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-18	China (People's Rep. of)	35,3008	96,4995	NaN	451	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-18	China (People's Rep. of)	31,6319	88,3465	NaN	28	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-18	China (People's Rep. of)	31,7338	87,2254	NaN	57	http://web.oie.int/wahis/reports/en_fup_0000006811_20080218_185329.pdf	
2008-02-20	Pakistan	34,404	73,121	100	100	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	33,651	72,968	20	18	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	33,72	73,06	5	1	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	33,72	73,06	4	3	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	34,03	71,49	91	64	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	34,03	71,49	10	6	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	34,03	71,49	90	60	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-20	Pakistan	34,03	71,49	2	2	http://web.oie.int/wahis/reports/en_fup_0000006819_20080221_152931.pdf	
2008-02-23	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-23	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000006828_20080223_174654.pdf	
2008-02-25	Ukraine	45,52	34,24	173	173	http://web.oie.int/wahis/reports/en_fup_0000006838_20080225_175120.pdf	
2008-02-25	Ukraine	45,5	33,07	3	3	http://web.oie.int/wahis/reports/en_fup_0000006838_20080225_175120.pdf	
2008-02-25	Ukraine	,	,	NaN	8	http://web.oie.int/wahis/reports/en_fup_0000006838_20080225_175120.pdf	
2008-02-26	Turkey	41,7193	32,3923	13	13	http://web.oie.int/wahis/reports/en_fup_0000006841_20080226_165051.pdf	
2008-02-26	Turkey	41,524963	36,076722	25	20	http://web.oie.int/wahis/reports/en_fup_0000006841_20080226_165051.pdf	
2008-02-26	Turkey	41,058886	30,594703	20	19	http://web.oie.int/wahis/reports/en_fup_0000006841_20080226_165051.pdf	
2008-02-26	Turkey	41,299563	36,902944	4	4	http://web.oie.int/wahis/reports/en_fup_0000006841_20080226_165051.pdf	
2008-02-26	Turkey	41,898423	35,054491	13	13	http://web.oie.int/wahis/reports/en_fup_0000006841_20080226_165051.pdf	
2008-02-26	Pakistan	34,404	73,121	100	100	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	33,651	72,968	20	18	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	33,72	73,06	5	1	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	33,72	73,06	4	3	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	34,03	71,49	90	60	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	34,03	71,49	91	64	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	34,03	71,49	10	6	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-26	Pakistan	34,03	71,49	2	2	http://web.oie.int/wahis/reports/en_fup_0000006842_20080226_105931.pdf	
2008-02-27	Benin	6,4612	2,6417	33	33	http://web.oie.int/wahis/reports/en_fup_0000006848_20080227_140533.pdf	
